"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"14","ogemid seminar artificial intelligence international arbitration y dautaj w f fox",FALSE,2,NA,2020-07-21 09:20:58,FALSE,NA,"1285505035066118144",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ogeltdm",1,FALSE,FALSE,NA,NA
"15"," new normal newnormal coronavirus covid  eye robotics ai vaccineswork europe black mirrormirror ",FALSE,0,NA,2020-07-21 09:19:45,TRUE,NA,"1285504729980772356",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RoberttaWatson",0,FALSE,FALSE,NA,NA
"16"," reduce offer renege ensure quality hires pisquare s recruitment analytics dashboard comes play g ",FALSE,0,NA,2020-07-21 09:19:40,TRUE,NA,"1285504708824588288",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","pisquare_io",1,FALSE,FALSE,NA,NA
"17","enrico mensa defending ph d viva presenting cover lexical resource",FALSE,0,NA,2020-07-21 09:19:14,TRUE,NA,"1285504597717659648",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","antoniolieto",0,FALSE,FALSE,NA,NA
"18","don t think much say cause near point damn compare ",FALSE,0,"wongmjane",2020-07-21 09:18:55,TRUE,"1285452287175843841","1285504520907194368","337119125","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ammar_23489",0,FALSE,FALSE,NA,NA
"19","autumn coming ton new features fullbrain s team holidays repo ",FALSE,4,NA,2020-07-21 09:18:48,TRUE,NA,"1285504488032342016",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","fullbrain_org",1,FALSE,FALSE,NA,NA
"20","many adopters concerned risks associated use ai cybersecurity remains top ai concern ",FALSE,0,NA,2020-07-21 09:18:14,TRUE,NA,"1285504348655702016",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AISecurityNews",2,FALSE,FALSE,NA,NA
"21","greater acceptance ai resulted lower satisfaction levels",FALSE,0,NA,2020-07-21 09:18:14,FALSE,NA,"1285504345853788160",NA,"<a href=""https://paper.li"" rel=""nofollow"">Paper.li</a>","AIAdamUK",0,FALSE,FALSE,NA,NA
"22"," ai adam daily ",FALSE,0,NA,2020-07-21 09:18:14,FALSE,NA,"1285504344977281026",NA,"<a href=""https://paper.li"" rel=""nofollow"">Paper.li</a>","AIAdamUK",0,FALSE,FALSE,NA,NA
"23","algorithmic bias something real needs carefully proactively managed must part conv ",FALSE,0,NA,2020-07-21 09:18:00,TRUE,NA,"1285504287876014082",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","MarcoBubba",3,FALSE,FALSE,NA,NA
"24"," atos challenge  great success even lockdown congratulations team pest killer bot t ",FALSE,0,NA,2020-07-21 09:17:41,TRUE,NA,"1285504207043297280",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Andyw1803",0,FALSE,FALSE,NA,NA
"25","deeplearing replacing machinelearning techniques new applications datascienceia ai ",FALSE,0,NA,2020-07-21 09:17:03,TRUE,NA,"1285504047571771394",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","inteliment",1,FALSE,FALSE,NA,NA
"26"," prominence ai ai adoption technology covid  join conversation stephen metcalfe mp ",FALSE,0,NA,2020-07-21 09:16:17,TRUE,NA,"1285503856453906432",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","bic_india",0,FALSE,FALSE,NA,NA
"27","explore meaning ai application networking industry demystifies techn ",FALSE,0,NA,2020-07-21 09:15:23,TRUE,NA,"1285503628443291656",NA,"<a href=""http://www.everyonesocial.com"" rel=""nofollow"">EveryoneSocial</a>","NeilPound",0,FALSE,FALSE,NA,NA
"28","online meetup register now ",FALSE,0,NA,2020-07-21 09:15:07,TRUE,NA,"1285503563058180096",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XebiaIndia",0,FALSE,FALSE,NA,NA
"29","  levers digitaltransformation infographic via iot internetofthings ai ",FALSE,0,NA,2020-07-21 09:15:02,TRUE,NA,"1285503539947679744",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","pansares",2,FALSE,FALSE,NA,NA
"30"," digital transformation advances enterprises need run numerous data centers due non stopping trends ",FALSE,0,NA,2020-07-21 09:15:00,TRUE,NA,"1285503532221657088",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","HuaweiEntEurope",0,FALSE,FALSE,NA,NA
"31","trending ",FALSE,0,NA,2020-07-21 09:13:53,TRUE,NA,"1285503251354451971",NA,"<a href=""http://www.russelladvisors.org"" rel=""nofollow"">SA-V2-Sandbox</a>","iamChuckRussell",1,FALSE,FALSE,NA,NA
"32","creating flexible neural networks scratch ",FALSE,1,NA,2020-07-21 09:13:19,FALSE,NA,"1285503110597705728",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","i_am_programer",2,FALSE,FALSE,NA,NA
"33"," o bad absent speech fought abstract now except finally ",FALSE,0,NA,2020-07-21 09:13:14,TRUE,NA,"1285503087738859520",NA,"<a href=""http://neuralnetpoetry.blogspot.com/"" rel=""nofollow"">NeuralNetworkPoet</a>","NeuralPoet",1,FALSE,FALSE,NA,NA
"34","aquis innovative machinelearning artificial intelligence project ",FALSE,0,NA,2020-07-21 09:13:00,FALSE,NA,"1285503028930514944",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","AquisStockEx",0,FALSE,FALSE,NA,NA
"35","s temperature screening terminals now integrated ",FALSE,0,"Hikvision_SA",2020-07-21 09:12:30,TRUE,NA,"1285502905848561665","890531946488619008","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","_MintAI_",0,FALSE,FALSE,NA,NA
"36","counting ai right time researchers embrace artificial intelligence dataquest ",FALSE,1,NA,2020-07-21 09:12:22,TRUE,NA,"1285502870134169600",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","Houston__AI",2,FALSE,FALSE,NA,NA
"37"," latest member join team robotics engineer joao frieire welcome interested joining te ",FALSE,0,NA,2020-07-21 09:12:13,TRUE,NA,"1285502832603471873",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","botsandus",0,FALSE,FALSE,NA,NA
"38"," want know securing apis artificial intelligence ai join axway catalyst hitzel ",FALSE,1,NA,2020-07-21 09:12:03,TRUE,NA,"1285502792140906496",NA,"<a href=""http://dynamicsignal.com/"" rel=""nofollow"">Dynamic Signal</a>","CristianFMP",1,FALSE,FALSE,NA,NA
"39"," identify tor traffic network using machine learning ",FALSE,0,NA,2020-07-21 09:12:00,FALSE,NA,"1285502777209368576",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RobertA55290134",1,FALSE,FALSE,NA,NA
"40","read infographic learn top  ways microsoft dynamics helping businesses reap benef ",FALSE,0,NA,2020-07-21 09:11:35,TRUE,NA,"1285502673186426881",NA,"<a href=""https://www.contentmx.com"" rel=""nofollow"">ContentMX</a>","GCCinnova",0,FALSE,FALSE,NA,NA
"41","data bias still massive issue finance organisations implementing ai ",FALSE,0,NA,2020-07-21 09:11:33,FALSE,NA,"1285502666009870336",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","lexifayeturner",0,FALSE,FALSE,NA,NA
"42","understanding artificial intelligence ",FALSE,2,NA,2020-07-21 09:11:01,FALSE,NA,"1285502531863556096",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Early_Hour",1,FALSE,FALSE,NA,NA
"43","sn news ai ml sw dev language models shot learners",FALSE,0,NA,2020-07-21 09:11:01,FALSE,NA,"1285502530290679809",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","jmsunico",0,FALSE,FALSE,NA,NA
"44","says stream music straight brain words headphones needed ",FALSE,0,"elonmusk",2020-07-21 09:10:48,TRUE,NA,"1285502476515512322","44196397","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","AdrianAdewunmi",0,FALSE,FALSE,NA,NA
"45"," trick deeplearning algorithms new things black box adversarial reprogramming bar ",FALSE,4,NA,2020-07-21 09:10:43,TRUE,NA,"1285502456223404034",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","pierrepinna",4,FALSE,FALSE,NA,NA
"46"," california research outfit openai back another gigantic deeplearning model gpt  points po ",FALSE,0,NA,2020-07-21 09:10:08,TRUE,NA,"1285502306549673985",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","arjenvanberkum",0,FALSE,FALSE,NA,NA
"47","join us today  bst dpath ",FALSE,1,NA,2020-07-21 09:10:04,TRUE,NA,"1285502289977933824",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","labmedinno",0,FALSE,FALSE,NA,NA
"48"," evening s pyladies dublin talk ai intro explainability   details ",FALSE,1,NA,2020-07-21 09:10:02,TRUE,NA,"1285502285049671681",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","PyLadiesDub",0,FALSE,FALSE,NA,NA
"49"," best agents best agents uncovering strongest weakest points per ",FALSE,1,NA,2020-07-21 09:10:02,TRUE,NA,"1285502282105335810",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","sentient_tech",1,FALSE,FALSE,NA,NA
"50","skip queue amazon s new ai shopping basket ",FALSE,0,NA,2020-07-21 09:09:42,FALSE,NA,"1285502198470844417",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DPAONTHENET",1,FALSE,FALSE,NA,NA
"51"," exciting join us today pm cet pm et host future ai artificialintelligence ",FALSE,0,NA,2020-07-21 09:09:21,TRUE,NA,"1285502112676356096",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","health20Paris",0,FALSE,FALSE,NA,NA
"52","deep neural network scratch python ",FALSE,0,NA,2020-07-21 09:09:05,FALSE,NA,"1285502044984549378",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","AI_devr",1,FALSE,FALSE,NA,NA
"53","byron flores head digital science everyone ready implement ai data  ai sofasummit ",FALSE,1,NA,2020-07-21 09:08:16,TRUE,NA,"1285501840327618560",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SofaSummits",0,FALSE,FALSE,NA,NA
"54"," believe similar parallel can drawn today insidious technologies socialmedia bigdata ",FALSE,2,"Angelo_Giovino",2020-07-21 09:08:01,TRUE,"1285501775559168000","1285501776653955076","153490014","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Angelo_Giovino",2,FALSE,FALSE,NA,NA
"55"," quest support ltd empowers access content device coauthor real time u ",FALSE,0,NA,2020-07-21 09:07:50,TRUE,NA,"1285501728377516032",NA,"<a href=""https://www.contentmx.com"" rel=""nofollow"">ContentMX</a>","QuestITSupport",0,FALSE,FALSE,NA,NA
"56","don t give fears won t able talk heart contentmarketing ",FALSE,1,NA,2020-07-21 09:07:26,TRUE,NA,"1285501629555335169",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vm2105",0,FALSE,FALSE,NA,NA
"57","big data lessons  things covid  taught us",FALSE,1,NA,2020-07-21 09:06:37,FALSE,NA,"1285501422709231616",NA,"<a href=""https://paper.li"" rel=""nofollow"">Paper.li</a>","zaferdemirkol",0,FALSE,FALSE,NA,NA
"58","join us prasetia dwidharma webinar mark calendar grab seat ",FALSE,0,NA,2020-07-21 09:06:31,TRUE,NA,"1285501400160460800",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","qluesmartcity",0,FALSE,FALSE,NA,NA
"59"," now product liability ai s really fault consumer protection canada mondaq news alerts ",FALSE,2,NA,2020-07-21 09:05:40,TRUE,NA,"1285501184292327425",NA,"<a href=""http://www.bitechwatch.com"" rel=""nofollow"">SocialyAnxious</a>","cichuck",1,FALSE,FALSE,NA,NA
"60","signify research s simon harris shares thoughts ai poised make transformative impact ult ",FALSE,0,NA,2020-07-21 09:05:09,TRUE,NA,"1285501054961025024",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","sanjaymp9",0,FALSE,FALSE,NA,NA
"61","join associate prof digital tech education explore ",FALSE,0,NA,2020-07-21 09:04:49,TRUE,NA,"1285500969686568960",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Knowldgillusion",0,FALSE,FALSE,NA,NA
"62","many thanks sharing much enjoyed contributing important bring ",FALSE,2,"datarelish",2020-07-21 09:04:48,TRUE,"1285500014698147840","1285500964577976320","2909307472","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sallyeaves",1,FALSE,FALSE,NA,NA
"63"," fourth industrial revolution brings many opportunities companies since artificial intelligence ai new ",FALSE,0,NA,2020-07-21 09:04:26,TRUE,NA,"1285500872277934080",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","fpt_ai",0,FALSE,FALSE,NA,NA
"64","data acquisition shouldn t hard collecting large amounts imagery new demand data capture ma ",FALSE,0,NA,2020-07-21 09:04:16,TRUE,NA,"1285500832998400001",NA,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>","DelairTech",0,FALSE,FALSE,NA,NA
"65","expert ai qa agile blockchain softwaretesting etc share world changing solutions ideas  experi ",FALSE,0,NA,2020-07-21 09:04:14,TRUE,NA,"1285500825851162624",NA,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>","ComtradeDigital",0,FALSE,FALSE,NA,NA
"66"," crayon software experts philippines empowers access content device coauthor ",FALSE,0,NA,2020-07-21 09:04:06,TRUE,NA,"1285500791965523968",NA,"<a href=""https://www.contentmx.com"" rel=""nofollow"">ContentMX</a>","chesterfabian",0,FALSE,FALSE,NA,NA
"67","openai s debuted gpt  model  billion parameters man ai ml",FALSE,0,NA,2020-07-21 09:04:04,FALSE,NA,"1285500782423543808",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ameenaltajer",0,FALSE,FALSE,NA,NA
"68","artificial intelligence based robo advisor xchangewiser s daily suggestion kchol bist increased   fo ",FALSE,0,"xchangewiser",2020-07-21 09:03:35,TRUE,"1285458038883844096","1285500660956504064","1161923370071535616","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","xchangewiser",0,FALSE,FALSE,NA,NA
"69"," super fast robot can pick sort peppers  better humans weighs automation ai ",FALSE,0,NA,2020-07-21 09:03:17,TRUE,NA,"1285500586335645696",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TrendingNews_7",0,FALSE,FALSE,NA,NA
"70"," ai driven chatbots opening door sophisticated level human engagement meets needs ",FALSE,0,NA,2020-07-21 09:02:25,TRUE,NA,"1285500364771528704",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","epionenet",0,FALSE,FALSE,NA,NA
"71"," s grey smells like blood pole sticking ai joke",FALSE,0,NA,2020-07-21 09:02:16,FALSE,NA,"1285500329690267648",NA,"<a href=""https://twitter.com/JokerBot7"" rel=""nofollow"">unfunny-joke-bot</a>","JokerBot7",0,FALSE,FALSE,NA,NA
"72","counting ai right time researchers embrace artificialintelligence ",FALSE,0,NA,2020-07-21 09:02:05,FALSE,NA,"1285500283699597312",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Dataquest_India",0,FALSE,FALSE,NA,NA
"73","shared hosting vs vps hosting package choose machinelearning ai iot cc ",FALSE,0,NA,2020-07-21 09:02:04,TRUE,NA,"1285500276712058880",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","AremDzemal",0,FALSE,FALSE,NA,NA
"74"," subscribed sensor yet join newsletter hear exciting news events opportunities ",FALSE,0,NA,2020-07-21 09:01:47,TRUE,NA,"1285500206654660609",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","NSWsensing",0,FALSE,FALSE,NA,NA
"75"," first sees ai technology adopted part wider thames valley e stro ",FALSE,1,NA,2020-07-21 09:01:38,TRUE,NA,"1285500171233763337",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BHTInnovationPM",1,FALSE,FALSE,NA,NA
"76","attend two days online workshop e cell iit bombay certification hottest courses tim ",FALSE,2,NA,2020-07-21 09:01:36,TRUE,NA,"1285500161947394048",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","edufabrica",1,FALSE,FALSE,NA,NA
"77"," overview top  digital banks congrats ",FALSE,0,NA,2020-07-21 09:01:31,TRUE,NA,"1285500138765651968",NA,"<a href=""https://app.socialpilot.co/"" rel=""nofollow"">SocialPilot.co</a>","stratorob",0,FALSE,FALSE,NA,NA
"78"," developing endovascular sensors predict clot composition  better select right endovascular strategy t ",FALSE,0,"AmineKorchiMD",2020-07-21 09:01:22,TRUE,"1285500101943865344","1285500103294418945","1712820758","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","AmineKorchiMD",0,FALSE,FALSE,NA,NA
"79","interesting ai model former institution clot radiomics predict thrombectomy strategy f ",FALSE,0,NA,2020-07-21 09:01:22,TRUE,NA,"1285500101943865344",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","AmineKorchiMD",0,FALSE,FALSE,NA,NA
"80","coronavirus pandemic exposed ai s limitations conversation uk",FALSE,1,NA,2020-07-21 09:01:18,FALSE,NA,"1285500086001324034",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Blockchain_exp",2,FALSE,FALSE,NA,NA
"81","top  crypto gainers alert time       diruna   ckusd   goldenratiotoken   ",FALSE,0,NA,2020-07-21 09:01:16,TRUE,NA,"1285500078082322432",NA,"<a href=""https://coinvasity.com"" rel=""nofollow"">Coinvasity</a>","coinvasity",0,FALSE,FALSE,NA,NA
"82","aurora jumps robo delivery race self driving truck van tests texas ai",FALSE,0,NA,2020-07-21 09:01:00,FALSE,NA,"1285500009207627777",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","milesboard",1,FALSE,FALSE,NA,NA
"83"," ai creating value insurance can insurers benefit opportunities creates ",FALSE,0,NA,2020-07-21 09:00:59,TRUE,NA,"1285500006087249920",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","Efma_news",0,FALSE,FALSE,NA,NA
"84","d rendering bending reality video ",FALSE,4,NA,2020-07-21 09:00:54,TRUE,NA,"1285499983987388417",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","HaroldSinnott",1,FALSE,FALSE,NA,NA
"85","ai news index worried government data collection covid  contact tracing forbes ",FALSE,1,NA,2020-07-21 09:00:52,TRUE,NA,"1285499975217164289",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Blockchain_exp",2,FALSE,FALSE,NA,NA
"86","exploring edge cases artificialintelligence  ai machinelearning ",FALSE,3,NA,2020-07-21 09:00:48,TRUE,NA,"1285499960230907908",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","efipm",1,FALSE,FALSE,NA,NA
"87"," paper explores artificialintelligence machinelearning can work alongside humans get valu ",FALSE,0,NA,2020-07-21 09:00:41,TRUE,NA,"1285499931197952000",NA,"<a href=""http://www.limber.io/"" rel=""nofollow"">Limber.app</a>","nuxeo",0,FALSE,FALSE,NA,NA
"88","machine learning speeds molecular motion modeling ",FALSE,2,NA,2020-07-21 09:00:31,TRUE,NA,"1285499890202804230",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","Deep_In_Depth",2,FALSE,FALSE,NA,NA
"89"," new digitalscoutings top  socialmedia marketing influencer rankingis thank inspi ",FALSE,0,NA,2020-07-21 09:00:31,TRUE,NA,"1285499887937888265",NA,"<a href=""https://app.socialpilot.co/"" rel=""nofollow"">SocialPilot.co</a>","stratorob",0,FALSE,FALSE,NA,NA
"90","human operators limit speed organisations can detect interpret respond threats ai can help ",FALSE,1,NA,2020-07-21 09:00:20,TRUE,NA,"1285499842354188288",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","VDEinstitut",0,FALSE,FALSE,NA,NA
"91","videos forecast s dr paul van loon talks fyte s atif hussain role ai machine learning data ",FALSE,0,NA,2020-07-21 09:00:16,TRUE,NA,"1285499825039998976",NA,"<a href=""http://smarp.com"" rel=""nofollow"">Smarp.</a>","ElyasBozan",1,FALSE,FALSE,NA,NA
"92","hear ai  ml platforms processes can implemented enable rapid scale advanced smart grid ",FALSE,0,NA,2020-07-21 09:00:12,TRUE,NA,"1285499809370169347",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","IoTNow_",1,FALSE,FALSE,NA,NA
"93"," powerful sleep explains even ai tech networks need go offline time time ",FALSE,1,NA,2020-07-21 09:00:09,TRUE,NA,"1285499794966876161",NA,"<a href=""https://www.spredfast.com/"" rel=""nofollow"">Khoros</a>","UKMercer",0,FALSE,FALSE,NA,NA
"94","  survey claimed  corporations believed newly hired staff lacked soft skills required pe ",FALSE,0,NA,2020-07-21 09:00:08,TRUE,NA,"1285499793620574208",NA,"<a href=""https://www.heyorca.com"" rel=""nofollow"">HeyOrca</a>","theiiqview",0,FALSE,FALSE,NA,NA
"95","calling ai developers new informative website providing resources help answer essential need addr ",FALSE,2,NA,2020-07-21 09:00:05,TRUE,NA,"1285499780672761856",NA,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","MariaMunaro",0,FALSE,FALSE,NA,NA
"96","convolution block attention module cbam ai ml",FALSE,0,NA,2020-07-21 09:00:04,FALSE,NA,"1285499776251854848",NA,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","AAairom",1,FALSE,FALSE,NA,NA
"97"," one tell robots today s sunday magazine explores promise pitfalls artificial inte ",FALSE,0,NA,2020-07-21 09:00:02,TRUE,NA,"1285499765753552907",NA,"<a href=""https://www.la-forge.ai"" rel=""nofollow"">PublishBestNews</a>","LaForge_AI",1,FALSE,FALSE,NA,NA
"98","dusty void art glitch glitchart hex corruption dailyart datamosh ai d contemporaryart modernart ",FALSE,1,NA,2020-07-21 09:00:00,TRUE,NA,"1285499760263102465",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Pixelbane",2,FALSE,FALSE,NA,NA
"99"," chatbots helping fight covid  ",FALSE,0,NA,2020-07-21 08:59:47,TRUE,NA,"1285499702293811200",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","machinelearnTec",1,FALSE,FALSE,NA,NA
"100"," ai applications work data found data lake integrate technologies unified ",FALSE,1,NA,2020-07-21 08:59:43,TRUE,NA,"1285499687903125505",NA,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","RalAlbert2",1,FALSE,FALSE,NA,NA
"101","learn build data science ai machine learning skills online software labs included start  days fre ",FALSE,1,NA,2020-07-21 08:59:34,TRUE,NA,"1285499647742681089",NA,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","SASbelux",2,FALSE,FALSE,NA,NA
